-armig;-karú
Text (r);szöveg
Textilien (Pl.);textíliák
Theater;színpad
Theater;színház
Theater (s);színpad
Theater (s);színház
Theaterstück;színdarab
Theaterstück (s);színdarab
Theiß (e);Tisza
Theke (e);pult
Thema;téma
Thema;tárgy
Thema (s);téma
Thema (s);tárgy
theoretisch;elméleti
Theorie (e);teória
Theorie (e);elmélet
These (e);tézis
These (e);tétel
Thomas;Tamás
Thron (r);trón
Thronfolger (r);trónörökös
ticken;ketyeg
tief;mély
Tief;ciklon
Tief;alacsony légnyomású levegő
Tief (s);ciklon
Tief (s);alacsony légnyomású levegő
tief im Winter;a tél derekán
tief nachdenken;elmerülten gondolkodik
tiefdringend;mélyreható
Tiefe (e);mélység
Tiefebene (e);síkság
Tiefebene (e);alföld
tiefes Schwarz;éjfekete
Tiefgang (r);merülés
tiefgekühlt;mélyhűtött
tiefgekühlt;mélyhütött
tiefgreifend;mélyrenyúló
Tiefkühlung (e);mélyhütés
Tiefland;alföld
Tiefland (s);alföld
Tiefsinn (r);mélyértelmüség
Tiefsinn (r);búskomorság
Tiefstand (r);mélypont
Tiegel (r);tégely
Tier;állat
Tier (s);állat
Tierarzt (r);állatorvos
tierisch;állati
Tierzucht (e);állattenyésztés
Tierzucht (e);állattenyészet
Tiger (r);tigris
Tinte (e);tinta
Tintenfaß;tintatartó
Tintenfaß (s);tintatartó
tippen;tippel
tippen;találgat
tippen;megérint
tippen;gépel
Tisch (r);koszt
Tisch (r);étkezés
Tisch (r);ellátás
Tisch (r);asztaltársaság
Tisch (r);asztal
Tischdecke (e);asztalerítő
Tischdecke (e);abrosz
Tischler (r);asztalos
Tischlerei (e);asztalosság
Tischlerei (e);asztalosmühely
Tischtennis;pingpong
Tischtennis;asztalitenisz
Tischtennis (s);pingpong
Tischtennis (s);asztalitenisz
Tischtuch;asztalterítő
Tischtuch;abrosz
Tischtuch (s);asztalterítő
Tischtuch (s);abrosz
Titel (r);rang
Titel (r);költséágvetési tétel
Titel (r);jogcím
Titel (r);felirat
Titel (r);cím
Titelbild;címkép
Titelbild (s);címkép
titschießen;agyonlő
titulieren;titulál
toben;tombol
tobsüchtig;őrjöngő
tobsüchtig;eszeveszett
Tochter (e);leánya vkinek
Tochter (e);lánya
Tod (r);halál
Todesanzeige (e);gyászjelentés
Todesfall (r);haláleset
Todfeind (r);halálos ellenség
Toilette (e);WC
Toilette (e);toalettasztal
Toilette (e);toalett
Toilette (e);öltözőasztal
Toilette (e);öltözet
Toilette (e);illemhely
Toilettenpapier;WC-papír
Toilettenpapier;toalettpapír
toll;őrült
toll;féktelen
toll;eszeveszett
tolle Sache !;pokoli egy dolog !
Tollheit (e);őrültség
tollköpfig;szertelen
tollköpfig;heves vérű
tollköpfig;heves vérü
tollkühn;vakmerő
Tollwut (e);veszettség
Tomate (e);paradicsom
Ton (r);tónus
Ton (r);hang
Ton (r);agyag
Tonband;magnószalag
Tonband;hangszalag
Tonband (s);magnószalag
Tonband (s);hangszalag
Tonbandgerät;magnó
Tonbandgerät;magnetofon
Tonbandgerät (s);magnó
Tonbandgerät (s);magnetofon
Tonfilm (r);hangosfilm
Tonne (e);tonna
Tonne (e);hordó
Tonsetzer (r);zeneszerző
Tonstörung (e);hangzavar
Topf (r);lábos
Topf (r);lábas
Topf (r);fazék
Topfblume (e);cserepes virág
Topfen (r);túró
Topfenfleckerln (Pl.);túrós tészta
Topfenfleckerln (Pl.);túrós csusza
Tor;kapu
Tor;gól (sp)
Tor (r);bolond
Tor (r);balga
Tor (s);kapu
Tor (s);gól (sp)
Toreinfahrt (e);kapualj
Toreinfahrt (e);bejárat
Torf (r);tőzeg
Torheit (e);bolondság
Torheit (e);balgaság
Torhüter (r);kapus
torkeln;tántorog
torkeln;botorkál
Tormann (r);kapus (sp)
torpedieren;megtorpedóz
Torschluß (r);kapuzárás
Torschütze (r);góllövő
Torte (e);torta
Tortur (e);tortúra
Torwart (r);kapus
tosen;zúg
tosen;morajlik
tot;holt
tot;halott
tot;döglött
total;teljes
Totalschaden erleiden;totálkárt szenved
Totalschaden erleiden;totálkáros lesz
totarbeiten (s.);agyondolgozza magát
Tote (r)(e);halott
Totenbahre (e);ravatal
Totenfeier (e);gyászszertartás
Totengräber (r);sírásó
Totenschein (r);halottlevél
toter Punkt;holtpont
totfahren;agyongázol
totglauben;halottnak hisz
totmachen;megöl
Toto (r)(s);totó
totschlagen;agyonüt
totstellen (s.);halottnak tetteti magát
Tour (e);turnus (étkezési)
Tour (e);túra
Tour (e);sorrend
Tour (e);portya
Tour (e);menet
Tour (e);körutazás
Tour (e);forduló
Tour (e);fordulat (müsz)
Tourist (r);túrista
Touristenhaus;túristaház
tödlich;halálos
tölpelhaft;esetlen
tölpelhaft;bamba
tönen;színez
tönen;hangzik
tönen;árnyal
Tönung (e);tónus
Tönung (e);árnyalat
Töpfchen;csupor
Töpfchen;bili
Töpfchen (s);csupor
Töpfchen (s);bili
Töpfer (r);fazekas
töricht;bolond
töricht;balga
töten;megöl
Trab (r);ügetés
traben;üget
Trachenkleid;népviselet
Trachenkleid (s);népviselet
Tracht (e);teher
Tracht (e);ruhaviselet
Tracht (e);rakomány
trachten;törekszik
trachten;iparkodik
Tradition (e);tradíció
Tradition (e);hagyomány
traditional;hagyományos
traf;ld. treffen
Trafik (e);trafik
Trafik (e);dohánybolt
Tragbahre (e);hordágy
tragbar;hordozható
tragbar;hordható
Trage (e);hordágy
Trage (e);heveder
tragen;visz
tragen;visel
tragen;terem
tragen;tart
tragen;szállít
tragen;jövedelmez
tragen;hoz
tragen;hord
tragen;elbír
tragfählig;teherbíró
Tragik (e);tragikum
Tragiker (r);tragikus színész
Tragiker (r);tragédiaíró
Tragödie (e);tragédia
Tragödin (e);tragikus színésznő
Tragödin (e);tragika
Tragtier;málhás állat
Tragtier (s);málhás állat
Tragweite (e);hordtávolság (kat)
Tragweite (e);horderő
Trainer (r);tréner
Trainer (r);edző
trainieren;edz
Training;edzés
Training (s);edzés
traktieren;megvendégel
traktieren;kezel
traktieren;bánik
Trampeln;lábdobogás
Trampeln;hangos járkálás
Trampeln (s);lábdobogás
Trampeln (s);hangos járkálás
Trampeltier;tenyeres-talpas
Trampeltier;kétpúpú teve
Trampeltier (s);tenyeres-talpas (ember)
Trampeltier (s);kétpúpú teve
Tran (r);halzsír
Tran (r);halolaj
trank;ld. trinken
Trank (r);kanalas orvosság
Trank (r);moslék
Trank (r);ital
Transdanubien;Dunántúl
Transfer (r);átutalás
Transport (r);szállítmány
Transport (r);szállítás
transportfähig;szállítható
transportieren;továbbít
transportieren;szállít
transportieren;fuvaroz
Trappe (e);túzok
trat;ld. treten
tratschen;trécsel
tratschen;tereferél
tratschen;pletykál
Traube (e);szőlőfürt
Traubenlese (e);szüret
trauen;megesket
trauen;bízik
trauen s.;megesküszik
trauen s.;merészkedik
trauen s.;mer
trauen s.;egybekel
Trauermarsch (r);gyászinduló
trauern;gyászol
trauern;búsul
trauern;szomorkodik
trauern;bánkódik
trauervoll;gyászos
Traufe (e);csurgó
traulich;meghitt
Traum (r);álom
traumhaft;álomszerű
traumhaft;álomszerü
traurig;szomorú
traurig;bús
Trauring (r);jegygyürü
Trauschein (r);házasságlevél
traut;kedves
traut;meghitt
traut;drága
Trauung (e);esketés
träg;rest
Träger (r);vivő
Träger (r);tartó
Träger (r);hordozó
Träger (r);hordár
Trägerrakete (e);hordozórakéta
Trägheit (e);tehetetlenség
Trägheit (e);restség
trällern;dúdolgat
trällern;dúdol
Träne (e);könny
tränen;könnyezik
Tränke (e);moslék
Tränke (e);itató
tränken;megitat
tränken;áztat
tränken;átitat
träufeln;lecsepeg
träufeln;csurgat
träufeln;csepegtet
träumen;álmodozik
träumen;álmodik
Träumer (r);álmodozó
Träumer (r);ábrándozó
Träumerei (e);álom
Träumerei (e);álmodozás
Träumerei (e);ábránd
träumerisch;álmodozó
träumerisch;ábrándos
treffen;ráakad
treffen;rátalál
treffen;találkozik
Treffen;találkozás
Treffen;ütközet
treffen;rábukkan
Treffen;mérkőzés (sp)
treffen;megsért
treffen;megbánt
treffen;foganatosít
treffen;eszközöl
treffen;ér vkit (átv)
Treffen;eltalálás
treffen;eltalál
Treffen (s);ütközet
Treffen (s);találkozás
Treffen (s);mérkőzés (sp)
Treffen (s);eltalálás
treffen s.;találkozik
treffen s.;megesik
treffen s.;előfordul
treffend;találó
Treffer (r);találó (célba)
Treffer (r);találat
Treffer (r);nyerő (sorsjegy)
trefflich;pompás
Treffpunkt (r);találkozóhely
Treffpunkt (r);metszéspont
Treffpunkt (r);gyülekezőhely
Treibels;zajló jég
Treibels (s);zajló jég
treiben;üz
treiben;meghajt
treiben;kihajt
treiben;sürget
treiben;unszol
treiben;terel
treiben;sodródik
treiben;kerget
treiben;hajtat
treiben;hajt
treiben;folytat
treiben;erjed
treiben;csinál
treiben;bever
treiben;árad (kavarogva)
Treiber (r);hajtó
Treiber (r);hajcsár
Treibhaus;üvegház
Treibhaus;melegház
Treibhaus (s);üvegház
Treibhaus (s);melegház
Treibholz;hordalékfa
Treibholz (s);hordalékfa
Treibjagd (e);hajtóvadászat
Treibstoff (r);üzemanyag
treifnaß;csuromvizes
trennen;szétválaszt
trennen;megbont
trennen;felbont
trennen;elválaszt
trennen s.;szétválik
trennen s.;elválik
Treppe (e);lépcső
treppenartig;lépcsőzetes
Treppenhaus;lépcsőház
Treppenhaus (s);lépcsőház
treten;tipor
treten;tapos
treten;rugdal
treten;megy
treten;megrúg
treten;lép
treten;jár
treten;épeget
treu;hűséges
treu;hüséges
Treue (e);hüség
treuherzig;nyíltszívű
treuherzig;nyíltszívü
treulich;megbíhatóan
treulich;híven
treulos;hűtlen
treulos;hütlen
treulos;hitszegő
Trichter (r);tölcsér
Trick (r);trükk
Trick (r);fogás
trieb;ld. treiben
Trieb (r);sarj
Trieb (r);rügy
Trieb (r);ösztönző erő
Trieb (r);ösztön
Trieb (r);kergetés
Trieb (r);hajtás
triebfeder (e);hajtórugó
Triebkraft (e);hajtóerő
triefen;csurog
triefen;csöpög
triefen;csepeg
triftig;nyomós
Trikot (r)(s);trikó
trillern;trillázik
trinken;iszik
Trinker (r);iszákos (ember)
Trinkgeld;borravaló
Trinkgeld (s);borravaló
trinkwasser (s);ivóvíz
trippeln;tipeg-topog
Tritt (r);rúgás
Tritt (r);pedál
Tritt (r);lépés
Tritt (r);lépcsőfok
Tritt (r);lábnyom
Triumph (r);diadal
triumphieren;diadalmaskodik
trocken;száraz
trocken werden;megszárad
Trockenei;tojáspor
Trockenei (s);tojáspor
trockenhaube (e);szárítóbúra
trockenheit (e);szárazság
trockenlegen;tisztába tesz
trockenlegen;lecsapol
Trockenmilch (e);tejpor
trockenreiben;szárazra dörgöl
trocknen;megszárít
trocknen;megszárad
trocknen;felszárad
trog;ld. trügen
Trog (r);vályú
Trog (r);teknő
trollen;baktat
trollen (s.);elkotródik
Trommel (e);dob
trommeln;dobol
Trommler (r);dobos
Trompete (e);trombita
trompeten;trombitál
Tropen (Pl.);trópusok
tropfen;csepegtet
tropfen;csepeg
Tropfen (r);csepp
tropfenweise;cseppenként
Tropfstein (r);cseppkő
tropisch;tropikus
Trost (r);vigasz
Trost suchen;vigaszt keres
trostbringend;vigasztaló
trostlos;vigasztalan
trostlos;sivár
Troßwagen (r);társzekér
Trottel (r);hülye
Trottel (r);félkegyelmü
trotten;ballag
trotten;baktat
Trotz (r);makacsság
Trotz (r);dac
trotz +G/+D;ellenére
trotz +G/+D;dacára
trotz alledem;mindennek ellenére
trotz/;ellenére
trotz/;dacára
trotzdem;mégis
trotzdem;bár
trotzdem;ámbár
trotzen;duzzog
trotzen;dacol
trotzig;durcás
trotzig;dacos
Trödel (r);zsibáru
trödeln;piszmog
trödeln;pepecsel
tröpfeln;csepereg
tröpfeln;csepegtet
trösten;vigasztal
trösten s.;vigasztalódik
tröstlich;vigasztaló
Tröstung (e);vigasztalás
Tröstung (e);vigasz
Trubel (r);zürzavar
Trubel (r);tömeg
Trubel (r);forgatag
Truer (e);szomorúság
Truer (e);gyász
Truer (e);bánat
trug;ld. tragen
Trug (r);ámítás
trughaft;csalóka
Truhe (e);láda
Trumpf (r);ütőkártya
Trunk (r);ivás
Trunk (r);ital
Trunk (r);iszákosság
trunken;mámoros
trunken;ittas
trunksüchtig;iszákos
Trupp (r);csapat
Truppe (e);színtársulat
Truppe (e);csapat
truppenweise;csapatonként
Truthahn (r);pulyka
trüb;zavaros
trüb;szomorú
trüb;homályos
trüb;borús
trüben;zavarossá tesz
trüben s.;megzavarodik
trüben s.;beborul
Trübsal (e);búbánat
Trübsal (e);bánat
Trübsal blasen;búsul
trübselig;bús
trübselig;bánatos
Trübsinn (r);búskomorság
Trüffel (e);szarvasgomba
trügen;csal
trügen s.;csalódik
trügerisch;csalfa
Trümmer (Pl.);roncsok
Trümmer (Pl.);romok
Tscheche (r);cseh (ember)
Tschechisch;cseh (nyelv)
tschechisch;cseh
Tschechisch (s);cseh (nyelv)
tschechloslowakisch;csehszlovák
tu mit !;tarts velünk !
Tube (e);tubus
Tuberkolose (e);tuberkolózis
Tuch;szövet
Tuch;posztó
Tuch;kendő
Tuch (s);szövet
Tuch (s);posztó
Tuch (s);kendő
Tugend (e);erény
tugendhaft;erényes
tugendlos;erkölcstelen
Tulpe (e);tulipán
tummeln;siettet
tummeln;kerget
tummeln s.;sürög-forog
tummeln s.;siet
tummeln s.;nyüzsög
Tumor (r);tumor
Tumor (r);daganat
Tumult (r);tumultus
tun;végbemegy
tun;történik
Tun;tevékenység
tun;tesz
tun;helyez vhova
tun;folyik
tun;csinál
tun;cselekszik
Tun (s);tevékenység
Tunke (e);mártás
tunken;mártogat
tunken;márt
tunlich;tanácsos
tunlich;lehetséges
tunlich;ajánlatos
tunlichts;lehetőleg
Tunnel (r);alagút
tupfen;pöttyöz
tupfen;pettyez
tupfen;megbök (ujjheggyel)
Tupfen (r);pötty
Tupfen (r);petty
Turm (r);torony
Turm (r);bástya (sakk)
Turnanzug (r);tornaruha
turnen;tornászik
Turnen;torna
Turnen (s);torna
Turner (r);tornász
Turnier;verseny
Turnier;torna (sp)
Turnier (s);verseny
Turnier (s);torna (sp)
Turnsaal (r);tornaterem
turteln;turbékol
Turteltaube (e);gerlice
Tusche (e);tus (festék)
tuscheln;sugdolózik
Tute (e);kürt
Tute (e);duda
tuten;kürtöl
tuten;dudál
tüchtig;ügyes
tüchtig;ugyancsak
tüchtig;rátermett
tüchtig;nagyon
tüchtig;derekas
Tücke (e);furfang
Tücke (e);álnokság
tückisch;álnok
Tümpel (r);tócsa
Tümpel (r);pocsolya
Tünche (e);meszelés
tünchen;meszel
tüpfelig;pöttyös
tüpfelig;pettyes
tüpflig;pöttyös
tüpflig;pettyes
Tür (e);ajtó
Türdrückel (r);kilincs
Türke (r);török (ember)
Türkei (e);Törökország
Türkin (e);török (nő)
Türkisch;török (nyelv)
türkisch;török
Türkisch (s);török (nyelv)
Türklinke (e);kilincs
türmen;meglép
türmen;felhalmoz
türmen s.;tornyosul
Türstock (r);ajtótok
Tüte (e);papírzacskó
TÜV (Technischer Überwachungsverein);<< műszaki vizsgát végző cég >>
Typ (r);típus
typisch;tipikus
typisch;jellemző
typisch;jellegzetes
Typus (r);ld. Typ
Tyrann (r);zsarnok
Tyrannei (e);zsarnokság
tyrannisch;zsarnoki
tyrannisieren;zsarnokoskodik
U-Bahn (e);metró
U-Bahn (e);földalatti
U-Boot;tengeralattjáró
U-Boot (s);tengeralattjáró
u.a. (und andere);és mások
u.a. (und anderem & und anderen);többek között
u.a. (und anderes);egyéb
u.dgl. (und dergleichen);és más hasonlók
u.U. (unter Umständen);esetleg
u.U. (unter Umständen);adott körülmények között
u.Z. (unserer Zeitrechtung;i.sz. (időszámításunk szerint)
u.zw. (und zwar);mégpedig
Ufer;tópart
Ufer;part
Ufer;folyópart
Ufer (s);tópart
Ufer (s);part
Ufer (s);folyópart
uferlos;végtelen
uferlos;határtalan
Uhr (e);óra
Uhrband;óraszíj
Uhrband (s);óraszíj
Uhrmacher (r);órás
Uhu (r);uhu
Ukraine (e);Ukrajna
ukrainisch;ukrán
UKW (Ultrakurzwellen);URH (Ultrarövidhullám)
Ulk (r);tréfa
Ulk (r);móka
ulken;mókázik
ulkig;tréfás
ulkig;mókás
Ulme (e);szilfa
Ulme (e);szil
Ultraschall (r);ultrahang
um;körül
um;-kor
um;-ért
um +A;körül
um +A;-kor
um +A;-ért
um 100 meter lang;körülbelül 100 méter hosszú
um die Ecke;a sarkon túl
um die Wette;versenyezve
um die Wette;versengve
um die Wette laufen;versenyt futnak
um ein kleines;kishíján
um ein kleines;csaknem
um etw. anhalten;megpályáz vmit
um etw. kommen;elveszti vmijét
um etw. kommen;eljön vmiért
um etw. werben;versenyez
um etw. werben;verseng vmiért
um euretwillen;ld. eurethalben
um Geld bitten;pénzt kér
um Hilfe rufen;segítségért kiált
um jeden Preis;mindenáron
um jeden Preis;minden áron
um jn. freien;megkéri a kezét vkinek
um meinetwillen;miattam
um meinetwillen;az én kedvemért
um Mittag;déltájban
um Mittag;délben
um Mittag;dél körül
um nicht umständlich zu sein;hogy rövid legyek
um Rat fragen;tanácsot kér
um seinetwillen;végette
um seinetwillen;miatta
um seinetwillen;az ő kedvéért
um sich greifen;maga körül tapogatózik
um sich greifen;elterjed
um so besser;annál jobban
um so besser;annál jobb
um so mehr;annál inkább
um so weniger;annál kevésbé
um und um;teljesen
um und um;körös-körül
um und um;alaposan
um was handelt es sich denn ?;miről is van szó ?
um zehne;tízkor
um zehne;tíz órakor
um zehne;tíz óra körül
um zehne;tíz körül
um zwei Uhr;két órakor
um zwei Uhr;két óra körül
umarbeiten;átdolgoz
umarmen;megölel
umarmen;átkarol
umändern;átalakít
umbauen;átépít
umbauen;átalakít
umbetten;újraágyaz vkinek
umbetten;más ágyba fektet
umbiegen;meghajlít
umbiegen;elhajlít
umbiegen s.;meghajlik
umbiegen s.;meggörbül
umbiegen s.;elhajlik
umbiegen s.;elgörbül
umbilden;átképez
umbilden;átalakít
umbilden s.;átképezi magát
umbilden s.;átalakul
umbinden;újraköt
umbinden;felköt
umbinden;bekötöz
umbinden;beköt
umbinden;átköt
umbringen;megöl
umdrängen;körültolong
umdrehen;megforgat
umdrehen;megfordít
umdrehen s.;megfordul
umein großes;sokkal jobban
umein großes;nagyon
umeinander;egymás körül
umfahren;megkerül
umfahren;elüt
umfahren;elgázol
umfallen;összerogy
umfallen;elesik
Umfang (r);terjedelem
Umfang (r);méret
Umfang (r);kerület
umfangen;megölel
umfangen;körülvesz
umfangen;felölel
umfangen;átkarol
umfangreich;terjedelmes
umfassen;magában foglal
umfassen;körülvesz
umfassen;felölel
umfassen;bekerít
umfassen;átkarol
umfassen;átfog
umfassend;kiterjedt
umfassend;átfogó
umformen;átformál
umformen;átalakít
Umfrage (e);körkérdés
Umfrage (e);kérdezősködés
Umgang (r);társas érintkezés
Umgang (r);körüljárás
Umgang (r);körséta
Umgang (r);kör
Umgang (r);bánásmód
umgänglich;barátságos
umgeben;ráad
umgeben;körülvesz
umgeben;felad
Umgebung (e);vidék
Umgebung (e);környezet
Umgebung (e);környék
umgehen;megkerül
umgehen;körben jár
umgehen;kijátszik
umgehen;kerülőt tesz
umgehen;járkál
umgehen;forog
umgehen;érintkezik vkivel
umgehen;elkerül
umgehen;bánik vkivel/vmivel
umgekehr;fordított
umgekehr;ellenkező
umgekehre Seite;vminek a hátoldala
umgekehre Seite;visszája
umgestalten;átdolgoz
umgestalten;átalakít
umgrenzen;körülhatárol
umgürten;övez
umgürten;felköt
umgürten;felcsatol
umhaben;visel (ruhát)
Umhang (r);lepel
Umhang (r);körgallér
Umhang (r);köpeny
Umhang (r);függöny
umhängen;ráakaszt
umhängen;ráad
umhängen;átakaszt
umher;körös-körül
umher;ide-oda
umherblicken;körültekint
umherfahren;ide-oda utazgat
umherforschen;körültekint
umherforschen;kémlelődik
umherirren;tévelyeg
umherirren;ide-oda bolyong
umhertreiben;ide-oda hajt
umhertreiben s.;csavarog
umhüllen;beburkol
Umkehr (e);visszafordulás
umkehrbar;megfordítható
umkehren;megforgat
umkehren;megfordít
umkehren;kifordít
umkehren;forradalmasít
umkehren;felforgat
umkehren;átfordít
umkehren (s.);visszafordul
umkehren (s.);megfordul
umkippen;felborul
umkippen;felbillen
umkippen;átbillen
umklammern;átkulcsol
umklammern;átkarol
umkleiden;átöltöztet
umkleiden s.;átöltözik
umkommen;tönkremegy
umkommen;elpusztul
Umkreis (r);körzet
Umkreis (r);környék
Umkreis (r);kerület
umkreisen;körülvesz
umkreisen;körülkering
umkreisen;körbejár
umkreisen;bekerít
umladen;átrak
Umlage (e);illeték
Umlage (e);hozzájárulás
Umlauf (r);körözvény
Umlauf (r);körlevél
Umlauf (r);körforgás
Umlauf (r);keringés
Umlauf (r);forgalom
Umlauf (r);forduló
umlaufen;szaladgál
umlaufen;körülszalad
umlaufen;körülfut
umlaufen;körben jár
umlaufen;kerülőt tesz
umlaufen;kering
umlaufen;futkos
umlaufen;forgalomban van
Umlaut (r);umlaut (nyelvt)
umlegen;megfordít
umlegen;rátesz
umlegen;rárak
umlegen;leterít
umlegen;ledönt
umlegen;körülrak
umlegen;kihajt
umlegen;kidönt
umlegen;feltesz
umlegen;felrak
umlegen;behajt
umlegen;átrak
umlegen;áthelyez
umlegen;átfordít
umlegen s.;oldalra dől
Umleitung (e);terelőút
umliegend;környező
umnehmen;magára vesz
umnehmen;körülvesz
umnehmen;körülfog
umnehmen;felvesz
umprägen;átformál
umprägen;átalakít
umrahmen;bekeretez
umrechnen;rejtjelez
umrechnen;átszámít
umreisen;körülutazik
umreißen;lebont
umreißen;feldönt
Umriß (r);körvonal
umrühren;megkever
